shift1,shift2,shift3,shift4,shift5,shift6,shift7,shift8,shift9,shift10,log_cc_move
2.366321286146611,2.349450502553695,2.3379769142229585,2.2877590540319668,2.2604144177862207,2.3135885299359518,2.3042532654105723,2.2686606739268917,2.296226125315177,2.297596956981776,2.3931873650062006
2.3931873650062006,2.366321286146611,2.349450502553695,2.3379769142229585,2.2877590540319668,2.2604144177862207,2.3135885299359518,2.3042532654105723,2.2686606739268917,2.296226125315177,2.3987634066713355
2.3987634066713355,2.3931873650062006,2.366321286146611,2.349450502553695,2.3379769142229585,2.2877590540319668,2.2604144177862207,2.3135885299359518,2.3042532654105723,2.2686606739268917,2.346708645708901
2.346708645708901,2.3987634066713355,2.3931873650062006,2.366321286146611,2.349450502553695,2.3379769142229585,2.2877590540319668,2.2604144177862207,2.3135885299359518,2.3042532654105723,2.4044892593691456
2.4044892593691456,2.346708645708901,2.3987634066713355,2.3931873650062006,2.366321286146611,2.349450502553695,2.3379769142229585,2.2877590540319668,2.2604144177862207,2.3135885299359518,2.409042894883276
2.409042894883276,2.4044892593691456,2.346708645708901,2.3987634066713355,2.3931873650062006,2.366321286146611,2.349450502553695,2.3379769142229585,2.2877590540319668,2.2604144177862207,2.428683966264374
2.428683966264374,2.409042894883276,2.4044892593691456,2.346708645708901,2.3987634066713355,2.3931873650062006,2.366321286146611,2.349450502553695,2.3379769142229585,2.2877590540319668,2.4161161965939972
2.4161161965939972,2.428683966264374,2.409042894883276,2.4044892593691456,2.346708645708901,2.3987634066713355,2.3931873650062006,2.366321286146611,2.349450502553695,2.3379769142229585,2.4101181815865163
2.4101181815865163,2.4161161965939972,2.428683966264374,2.409042894883276,2.4044892593691456,2.346708645708901,2.3987634066713355,2.3931873650062006,2.366321286146611,2.349450502553695,2.4513528125493997
2.4513528125493997,2.4101181815865163,2.4161161965939972,2.428683966264374,2.409042894883276,2.4044892593691456,2.346708645708901,2.3987634066713355,2.3931873650062006,2.366321286146611,2.4504168857628543
2.4504168857628543,2.4513528125493997,2.4101181815865163,2.4161161965939972,2.428683966264374,2.409042894883276,2.4044892593691456,2.346708645708901,2.3987634066713355,2.3931873650062006,2.4369950028475236
2.4369950028475236,2.4504168857628543,2.4513528125493997,2.4101181815865163,2.4161161965939972,2.428683966264374,2.409042894883276,2.4044892593691456,2.346708645708901,2.3987634066713355,2.4269387080716087
2.4269387080716087,2.4369950028475236,2.4504168857628543,2.4513528125493997,2.4101181815865163,2.4161161965939972,2.428683966264374,2.409042894883276,2.4044892593691456,2.346708645708901,2.4136422184094095
2.4136422184094095,2.4269387080716087,2.4369950028475236,2.4504168857628543,2.4513528125493997,2.4101181815865163,2.4161161965939972,2.428683966264374,2.409042894883276,2.4044892593691456,2.3862135549073593
2.3862135549073593,2.4136422184094095,2.4269387080716087,2.4369950028475236,2.4504168857628543,2.4513528125493997,2.4101181815865163,2.4161161965939972,2.428683966264374,2.409042894883276,2.4017946745402163
2.4017946745402163,2.3862135549073593,2.4136422184094095,2.4269387080716087,2.4369950028475236,2.4504168857628543,2.4513528125493997,2.4101181815865163,2.4161161965939972,2.428683966264374,2.3898026104054284
2.3898026104054284,2.4017946745402163,2.3862135549073593,2.4136422184094095,2.4269387080716087,2.4369950028475236,2.4504168857628543,2.4513528125493997,2.4101181815865163,2.4161161965939972,2.3755082464169774
2.3755082464169774,2.3898026104054284,2.4017946745402163,2.3862135549073593,2.4136422184094095,2.4269387080716087,2.4369950028475236,2.4504168857628543,2.4513528125493997,2.4101181815865163,2.3977052542990784
2.3977052542990784,2.3755082464169774,2.3898026104054284,2.4017946745402163,2.3862135549073593,2.4136422184094095,2.4269387080716087,2.4369950028475236,2.4504168857628543,2.4513528125493997,2.354408464875418
2.354408464875418,2.3977052542990784,2.3755082464169774,2.3898026104054284,2.4017946745402163,2.3862135549073593,2.4136422184094095,2.4269387080716087,2.4369950028475236,2.4504168857628543,2.381488167380055
2.381488167380055,2.354408464875418,2.3977052542990784,2.3755082464169774,2.3898026104054284,2.4017946745402163,2.3862135549073593,2.4136422184094095,2.4269387080716087,2.4369950028475236,2.305778755940722
2.305778755940722,2.381488167380055,2.354408464875418,2.3977052542990784,2.3755082464169774,2.3898026104054284,2.4017946745402163,2.3862135549073593,2.4136422184094095,2.4269387080716087,2.3502472689258007
2.3502472689258007,2.305778755940722,2.381488167380055,2.354408464875418,2.3977052542990784,2.3755082464169774,2.3898026104054284,2.4017946745402163,2.3862135549073593,2.4136422184094095,2.299300361623942
2.299300361623942,2.3502472689258007,2.305778755940722,2.381488167380055,2.354408464875418,2.3977052542990784,2.3755082464169774,2.3898026104054284,2.4017946745402163,2.3862135549073593,2.3078020093845555
2.3078020093845555,2.299300361623942,2.3502472689258007,2.305778755940722,2.381488167380055,2.354408464875418,2.3977052542990784,2.3755082464169774,2.3898026104054284,2.4017946745402163,2.35016804056284
2.35016804056284,2.3078020093845555,2.299300361623942,2.3502472689258007,2.305778755940722,2.381488167380055,2.354408464875418,2.3977052542990784,2.3755082464169774,2.3898026104054284,2.418392963118242
2.418392963118242,2.35016804056284,2.3078020093845555,2.299300361623942,2.3502472689258007,2.305778755940722,2.381488167380055,2.354408464875418,2.3977052542990784,2.3755082464169774,2.4454507393265694
2.4454507393265694,2.418392963118242,2.35016804056284,2.3078020093845555,2.299300361623942,2.3502472689258007,2.305778755940722,2.381488167380055,2.354408464875418,2.3977052542990784,2.4775109687980783
2.4775109687980783,2.4454507393265694,2.418392963118242,2.35016804056284,2.3078020093845555,2.299300361623942,2.3502472689258007,2.305778755940722,2.381488167380055,2.354408464875418,2.393552610495112
2.393552610495112,2.4775109687980783,2.4454507393265694,2.418392963118242,2.35016804056284,2.3078020093845555,2.299300361623942,2.3502472689258007,2.305778755940722,2.381488167380055,2.318229302683308
2.318229302683308,2.393552610495112,2.4775109687980783,2.4454507393265694,2.418392963118242,2.35016804056284,2.3078020093845555,2.299300361623942,2.3502472689258007,2.305778755940722,2.3860896337898962
2.3860896337898962,2.318229302683308,2.393552610495112,2.4775109687980783,2.4454507393265694,2.418392963118242,2.35016804056284,2.3078020093845555,2.299300361623942,2.3502472689258007,2.385100385350325
2.385100385350325,2.3860896337898962,2.318229302683308,2.393552610495112,2.4775109687980783,2.4454507393265694,2.418392963118242,2.35016804056284,2.3078020093845555,2.299300361623942,2.3700118546474647
2.3700118546474647,2.385100385350325,2.3860896337898962,2.318229302683308,2.393552610495112,2.4775109687980783,2.4454507393265694,2.418392963118242,2.35016804056284,2.3078020093845555,2.3913019266829108
2.3913019266829108,2.3700118546474647,2.385100385350325,2.3860896337898962,2.318229302683308,2.393552610495112,2.4775109687980783,2.4454507393265694,2.418392963118242,2.35016804056284,2.381251263019644
2.381251263019644,2.3913019266829108,2.3700118546474647,2.385100385350325,2.3860896337898962,2.318229302683308,2.393552610495112,2.4775109687980783,2.4454507393265694,2.418392963118242,2.3824896011918937
2.3824896011918937,2.381251263019644,2.3913019266829108,2.3700118546474647,2.385100385350325,2.3860896337898962,2.318229302683308,2.393552610495112,2.4775109687980783,2.4454507393265694,2.3835061037285814
2.3835061037285814,2.3824896011918937,2.381251263019644,2.3913019266829108,2.3700118546474647,2.385100385350325,2.3860896337898962,2.318229302683308,2.393552610495112,2.4775109687980783,2.350374420230864
2.350374420230864,2.3835061037285814,2.3824896011918937,2.381251263019644,2.3913019266829108,2.3700118546474647,2.385100385350325,2.3860896337898962,2.318229302683308,2.393552610495112,2.3578611905100324
2.3578611905100324,2.350374420230864,2.3835061037285814,2.3824896011918937,2.381251263019644,2.3913019266829108,2.3700118546474647,2.385100385350325,2.3860896337898962,2.318229302683308,2.340082136987599
2.340082136987599,2.3578611905100324,2.350374420230864,2.3835061037285814,2.3824896011918937,2.381251263019644,2.3913019266829108,2.3700118546474647,2.385100385350325,2.3860896337898962,2.3677224071195853
2.3677224071195853,2.340082136987599,2.3578611905100324,2.350374420230864,2.3835061037285814,2.3824896011918937,2.381251263019644,2.3913019266829108,2.3700118546474647,2.385100385350325,2.3682233477911594
2.3682233477911594,2.3677224071195853,2.340082136987599,2.3578611905100324,2.350374420230864,2.3835061037285814,2.3824896011918937,2.381251263019644,2.3913019266829108,2.3700118546474647,2.3810869403633044
2.3810869403633044,2.3682233477911594,2.3677224071195853,2.340082136987599,2.3578611905100324,2.350374420230864,2.3835061037285814,2.3824896011918937,2.381251263019644,2.3913019266829108,2.3790491329713834
2.3790491329713834,2.3810869403633044,2.3682233477911594,2.3677224071195853,2.340082136987599,2.3578611905100324,2.350374420230864,2.3835061037285814,2.3824896011918937,2.381251263019644,2.393338740792741
2.393338740792741,2.3790491329713834,2.3810869403633044,2.3682233477911594,2.3677224071195853,2.340082136987599,2.3578611905100324,2.350374420230864,2.3835061037285814,2.3824896011918937,2.378621569970099
2.378621569970099,2.393338740792741,2.3790491329713834,2.3810869403633044,2.3682233477911594,2.3677224071195853,2.340082136987599,2.3578611905100324,2.350374420230864,2.3835061037285814,2.394552809271887
2.394552809271887,2.378621569970099,2.393338740792741,2.3790491329713834,2.3810869403633044,2.3682233477911594,2.3677224071195853,2.340082136987599,2.3578611905100324,2.350374420230864,2.397872934817829
2.397872934817829,2.394552809271887,2.378621569970099,2.393338740792741,2.3790491329713834,2.3810869403633044,2.3682233477911594,2.3677224071195853,2.340082136987599,2.3578611905100324,2.3739224268495063
2.3739224268495063,2.397872934817829,2.394552809271887,2.378621569970099,2.393338740792741,2.3790491329713834,2.3810869403633044,2.3682233477911594,2.3677224071195853,2.340082136987599,2.335945734781892
2.335945734781892,2.3739224268495063,2.397872934817829,2.394552809271887,2.378621569970099,2.393338740792741,2.3790491329713834,2.3810869403633044,2.3682233477911594,2.3677224071195853,2.3430206253843475
2.3430206253843475,2.335945734781892,2.3739224268495063,2.397872934817829,2.394552809271887,2.378621569970099,2.393338740792741,2.3790491329713834,2.3810869403633044,2.3682233477911594,2.3466438810343564
2.3466438810343564,2.3430206253843475,2.335945734781892,2.3739224268495063,2.397872934817829,2.394552809271887,2.378621569970099,2.393338740792741,2.3790491329713834,2.3810869403633044,2.3742340924499796
2.3742340924499796,2.3466438810343564,2.3430206253843475,2.335945734781892,2.3739224268495063,2.397872934817829,2.394552809271887,2.378621569970099,2.393338740792741,2.3790491329713834,2.3769574726001705
2.3769574726001705,2.3742340924499796,2.3466438810343564,2.3430206253843475,2.335945734781892,2.3739224268495063,2.397872934817829,2.394552809271887,2.378621569970099,2.393338740792741,2.365578454188987
2.365578454188987,2.3769574726001705,2.3742340924499796,2.3466438810343564,2.3430206253843475,2.335945734781892,2.3739224268495063,2.397872934817829,2.394552809271887,2.378621569970099,2.3756328429375944
2.3756328429375944,2.365578454188987,2.3769574726001705,2.3742340924499796,2.3466438810343564,2.3430206253843475,2.335945734781892,2.3739224268495063,2.397872934817829,2.394552809271887,2.3684795265392635
2.3684795265392635,2.3756328429375944,2.365578454188987,2.3769574726001705,2.3742340924499796,2.3466438810343564,2.3430206253843475,2.335945734781892,2.3739224268495063,2.397872934817829,2.3745887801529606
2.3745887801529606,2.3684795265392635,2.3756328429375944,2.365578454188987,2.3769574726001705,2.3742340924499796,2.3466438810343564,2.3430206253843475,2.335945734781892,2.3739224268495063,2.3691275912666674
2.3691275912666674,2.3745887801529606,2.3684795265392635,2.3756328429375944,2.365578454188987,2.3769574726001705,2.3742340924499796,2.3466438810343564,2.3430206253843475,2.335945734781892,2.3440266410048993
2.3440266410048993,2.3691275912666674,2.3745887801529606,2.3684795265392635,2.3756328429375944,2.365578454188987,2.3769574726001705,2.3742340924499796,2.3466438810343564,2.3430206253843475,2.3445030307179477
2.3445030307179477,2.3440266410048993,2.3691275912666674,2.3745887801529606,2.3684795265392635,2.3756328429375944,2.365578454188987,2.3769574726001705,2.3742340924499796,2.3466438810343564,2.3355875875811836
2.3355875875811836,2.3445030307179477,2.3440266410048993,2.3691275912666674,2.3745887801529606,2.3684795265392635,2.3756328429375944,2.365578454188987,2.3769574726001705,2.3742340924499796,2.3404609041582223
2.3404609041582223,2.3355875875811836,2.3445030307179477,2.3440266410048993,2.3691275912666674,2.3745887801529606,2.3684795265392635,2.3756328429375944,2.365578454188987,2.3769574726001705,2.3594544988781507
2.3594544988781507,2.3404609041582223,2.3355875875811836,2.3445030307179477,2.3440266410048993,2.3691275912666674,2.3745887801529606,2.3684795265392635,2.3756328429375944,2.365578454188987,2.349363882297397
2.349363882297397,2.3594544988781507,2.3404609041582223,2.3355875875811836,2.3445030307179477,2.3440266410048993,2.3691275912666674,2.3745887801529606,2.3684795265392635,2.3756328429375944,2.355588124457486
2.355588124457486,2.349363882297397,2.3594544988781507,2.3404609041582223,2.3355875875811836,2.3445030307179477,2.3440266410048993,2.3691275912666674,2.3745887801529606,2.3684795265392635,2.3824223331349588
2.3824223331349588,2.355588124457486,2.349363882297397,2.3594544988781507,2.3404609041582223,2.3355875875811836,2.3445030307179477,2.3440266410048993,2.3691275912666674,2.3745887801529606,2.304472404270729
2.304472404270729,2.3824223331349588,2.355588124457486,2.349363882297397,2.3594544988781507,2.3404609041582223,2.3355875875811836,2.3445030307179477,2.3440266410048993,2.3691275912666674,2.38039326716435
2.38039326716435,2.304472404270729,2.3824223331349588,2.355588124457486,2.349363882297397,2.3594544988781507,2.3404609041582223,2.3355875875811836,2.3445030307179477,2.3440266410048993,2.368904787111032
2.368904787111032,2.38039326716435,2.304472404270729,2.3824223331349588,2.355588124457486,2.349363882297397,2.3594544988781507,2.3404609041582223,2.3355875875811836,2.3445030307179477,2.401116049558918
2.401116049558918,2.368904787111032,2.38039326716435,2.304472404270729,2.3824223331349588,2.355588124457486,2.349363882297397,2.3594544988781507,2.3404609041582223,2.3355875875811836,2.3862918827345556
2.3862918827345556,2.401116049558918,2.368904787111032,2.38039326716435,2.304472404270729,2.3824223331349588,2.355588124457486,2.349363882297397,2.3594544988781507,2.3404609041582223,2.3915287149659874
2.3915287149659874,2.3862918827345556,2.401116049558918,2.368904787111032,2.38039326716435,2.304472404270729,2.3824223331349588,2.355588124457486,2.349363882297397,2.3594544988781507,2.3604020986681418
2.3604020986681418,2.3915287149659874,2.3862918827345556,2.401116049558918,2.368904787111032,2.38039326716435,2.304472404270729,2.3824223331349588,2.355588124457486,2.349363882297397,2.3301286803622787
2.3301286803622787,2.3604020986681418,2.3915287149659874,2.3862918827345556,2.401116049558918,2.368904787111032,2.38039326716435,2.304472404270729,2.3824223331349588,2.355588124457486,2.3486255375195326
2.3486255375195326,2.3301286803622787,2.3604020986681418,2.3915287149659874,2.3862918827345556,2.401116049558918,2.368904787111032,2.38039326716435,2.304472404270729,2.3824223331349588,2.3794406191289275
2.3794406191289275,2.3486255375195326,2.3301286803622787,2.3604020986681418,2.3915287149659874,2.3862918827345556,2.401116049558918,2.368904787111032,2.38039326716435,2.304472404270729,2.422570574111019
2.422570574111019,2.3794406191289275,2.3486255375195326,2.3301286803622787,2.3604020986681418,2.3915287149659874,2.3862918827345556,2.401116049558918,2.368904787111032,2.38039326716435,2.4054080378626215
2.4054080378626215,2.422570574111019,2.3794406191289275,2.3486255375195326,2.3301286803622787,2.3604020986681418,2.3915287149659874,2.3862918827345556,2.401116049558918,2.368904787111032,2.4010667785093918
2.4010667785093918,2.4054080378626215,2.422570574111019,2.3794406191289275,2.3486255375195326,2.3301286803622787,2.3604020986681418,2.3915287149659874,2.3862918827345556,2.401116049558918,2.381513892448987
2.381513892448987,2.4010667785093918,2.4054080378626215,2.422570574111019,2.3794406191289275,2.3486255375195326,2.3301286803622787,2.3604020986681418,2.3915287149659874,2.3862918827345556,2.3340710165190313
2.3340710165190313,2.381513892448987,2.4010667785093918,2.4054080378626215,2.422570574111019,2.3794406191289275,2.3486255375195326,2.3301286803622787,2.3604020986681418,2.3915287149659874,2.3506509262398856
2.3506509262398856,2.3340710165190313,2.381513892448987,2.4010667785093918,2.4054080378626215,2.422570574111019,2.3794406191289275,2.3486255375195326,2.3301286803622787,2.3604020986681418,2.343811982500041
2.343811982500041,2.3506509262398856,2.3340710165190313,2.381513892448987,2.4010667785093918,2.4054080378626215,2.422570574111019,2.3794406191289275,2.3486255375195326,2.3301286803622787,2.367702186181276
2.367702186181276,2.343811982500041,2.3506509262398856,2.3340710165190313,2.381513892448987,2.4010667785093918,2.4054080378626215,2.422570574111019,2.3794406191289275,2.3486255375195326,2.3955046287261075
2.3955046287261075,2.367702186181276,2.343811982500041,2.3506509262398856,2.3340710165190313,2.381513892448987,2.4010667785093918,2.4054080378626215,2.422570574111019,2.3794406191289275,2.390927033803136
2.390927033803136,2.3955046287261075,2.367702186181276,2.343811982500041,2.3506509262398856,2.3340710165190313,2.381513892448987,2.4010667785093918,2.4054080378626215,2.422570574111019,2.4032720598440034
2.4032720598440034,2.390927033803136,2.3955046287261075,2.367702186181276,2.343811982500041,2.3506509262398856,2.3340710165190313,2.381513892448987,2.4010667785093918,2.4054080378626215,2.395730808651414
2.395730808651414,2.4032720598440034,2.390927033803136,2.3955046287261075,2.367702186181276,2.343811982500041,2.3506509262398856,2.3340710165190313,2.381513892448987,2.4010667785093918,2.47058309633122
2.47058309633122,2.395730808651414,2.4032720598440034,2.390927033803136,2.3955046287261075,2.367702186181276,2.343811982500041,2.3506509262398856,2.3340710165190313,2.381513892448987,2.450430343993284
2.450430343993284,2.47058309633122,2.395730808651414,2.4032720598440034,2.390927033803136,2.3955046287261075,2.367702186181276,2.343811982500041,2.3506509262398856,2.3340710165190313,2.4937477417169918
2.4937477417169918,2.450430343993284,2.47058309633122,2.395730808651414,2.4032720598440034,2.390927033803136,2.3955046287261075,2.367702186181276,2.343811982500041,2.3506509262398856,2.53040098258326
2.53040098258326,2.4937477417169918,2.450430343993284,2.47058309633122,2.395730808651414,2.4032720598440034,2.390927033803136,2.3955046287261075,2.367702186181276,2.343811982500041,2.504433230001235
2.504433230001235,2.53040098258326,2.4937477417169918,2.450430343993284,2.47058309633122,2.395730808651414,2.4032720598440034,2.390927033803136,2.3955046287261075,2.367702186181276,2.535662043594225
2.535662043594225,2.504433230001235,2.53040098258326,2.4937477417169918,2.450430343993284,2.47058309633122,2.395730808651414,2.4032720598440034,2.390927033803136,2.3955046287261075,2.4994809395394273
2.4994809395394273,2.535662043594225,2.504433230001235,2.53040098258326,2.4937477417169918,2.450430343993284,2.47058309633122,2.395730808651414,2.4032720598440034,2.390927033803136,2.495453885572651
2.495453885572651,2.4994809395394273,2.535662043594225,2.504433230001235,2.53040098258326,2.4937477417169918,2.450430343993284,2.47058309633122,2.395730808651414,2.4032720598440034,2.5038850457948865
2.5038850457948865,2.495453885572651,2.4994809395394273,2.535662043594225,2.504433230001235,2.53040098258326,2.4937477417169918,2.450430343993284,2.47058309633122,2.395730808651414,2.455530352798534
2.455530352798534,2.5038850457948865,2.495453885572651,2.4994809395394273,2.535662043594225,2.504433230001235,2.53040098258326,2.4937477417169918,2.450430343993284,2.47058309633122,2.4404190592088364
2.4404190592088364,2.455530352798534,2.5038850457948865,2.495453885572651,2.4994809395394273,2.535662043594225,2.504433230001235,2.53040098258326,2.4937477417169918,2.450430343993284,2.4723152504917083
2.4723152504917083,2.4404190592088364,2.455530352798534,2.5038850457948865,2.495453885572651,2.4994809395394273,2.535662043594225,2.504433230001235,2.53040098258326,2.4937477417169918,2.364001893369864
2.364001893369864,2.4723152504917083,2.4404190592088364,2.455530352798534,2.5038850457948865,2.495453885572651,2.4994809395394273,2.535662043594225,2.504433230001235,2.53040098258326,2.4093002292192978
2.4093002292192978,2.364001893369864,2.4723152504917083,2.4404190592088364,2.455530352798534,2.5038850457948865,2.495453885572651,2.4994809395394273,2.535662043594225,2.504433230001235,2.4179916578806875
2.4179916578806875,2.4093002292192978,2.364001893369864,2.4723152504917083,2.4404190592088364,2.455530352798534,2.5038850457948865,2.495453885572651,2.4994809395394273,2.535662043594225,2.3775590317274644
2.3775590317274644,2.4179916578806875,2.4093002292192978,2.364001893369864,2.4723152504917083,2.4404190592088364,2.455530352798534,2.5038850457948865,2.495453885572651,2.4994809395394273,2.3232725665783156
2.3232725665783156,2.3775590317274644,2.4179916578806875,2.4093002292192978,2.364001893369864,2.4723152504917083,2.4404190592088364,2.455530352798534,2.5038850457948865,2.495453885572651,2.284465267810972
2.284465267810972,2.3232725665783156,2.3775590317274644,2.4179916578806875,2.4093002292192978,2.364001893369864,2.4723152504917083,2.4404190592088364,2.455530352798534,2.5038850457948865,2.2971911509907628
2.2971911509907628,2.284465267810972,2.3232725665783156,2.3775590317274644,2.4179916578806875,2.4093002292192978,2.364001893369864,2.4723152504917083,2.4404190592088364,2.455530352798534,2.2050391163403082
2.2050391163403082,2.2971911509907628,2.284465267810972,2.3232725665783156,2.3775590317274644,2.4179916578806875,2.4093002292192978,2.364001893369864,2.4723152504917083,2.4404190592088364,2.3095435531126696
2.3095435531126696,2.2050391163403082,2.2971911509907628,2.284465267810972,2.3232725665783156,2.3775590317274644,2.4179916578806875,2.4093002292192978,2.364001893369864,2.4723152504917083,2.296657853116651
2.296657853116651,2.3095435531126696,2.2050391163403082,2.2971911509907628,2.284465267810972,2.3232725665783156,2.3775590317274644,2.4179916578806875,2.4093002292192978,2.364001893369864,2.3485440455201974
2.3485440455201974,2.296657853116651,2.3095435531126696,2.2050391163403082,2.2971911509907628,2.284465267810972,2.3232725665783156,2.3775590317274644,2.4179916578806875,2.4093002292192978,2.331323241403352
2.331323241403352,2.3485440455201974,2.296657853116651,2.3095435531126696,2.2050391163403082,2.2971911509907628,2.284465267810972,2.3232725665783156,2.3775590317274644,2.4179916578806875,2.36437978042898
2.36437978042898,2.331323241403352,2.3485440455201974,2.296657853116651,2.3095435531126696,2.2050391163403082,2.2971911509907628,2.284465267810972,2.3232725665783156,2.3775590317274644,2.371336276158357
2.371336276158357,2.36437978042898,2.331323241403352,2.3485440455201974,2.296657853116651,2.3095435531126696,2.2050391163403082,2.2971911509907628,2.284465267810972,2.3232725665783156,2.375291213150601
2.375291213150601,2.371336276158357,2.36437978042898,2.331323241403352,2.3485440455201974,2.296657853116651,2.3095435531126696,2.2050391163403082,2.2971911509907628,2.284465267810972,2.315663109388236
2.315663109388236,2.375291213150601,2.371336276158357,2.36437978042898,2.331323241403352,2.3485440455201974,2.296657853116651,2.3095435531126696,2.2050391163403082,2.2971911509907628,2.3323747217537014
2.3323747217537014,2.315663109388236,2.375291213150601,2.371336276158357,2.36437978042898,2.331323241403352,2.3485440455201974,2.296657853116651,2.3095435531126696,2.2050391163403082,2.363984635838825
2.363984635838825,2.3323747217537014,2.315663109388236,2.375291213150601,2.371336276158357,2.36437978042898,2.331323241403352,2.3485440455201974,2.296657853116651,2.3095435531126696,2.3505726148225543
2.3505726148225543,2.363984635838825,2.3323747217537014,2.315663109388236,2.375291213150601,2.371336276158357,2.36437978042898,2.331323241403352,2.3485440455201974,2.296657853116651,2.309821121840645
2.309821121840645,2.3505726148225543,2.363984635838825,2.3323747217537014,2.315663109388236,2.375291213150601,2.371336276158357,2.36437978042898,2.331323241403352,2.3485440455201974,2.3023996793571855
2.3023996793571855,2.309821121840645,2.3505726148225543,2.363984635838825,2.3323747217537014,2.315663109388236,2.375291213150601,2.371336276158357,2.36437978042898,2.331323241403352,2.333182671875735
2.333182671875735,2.3023996793571855,2.309821121840645,2.3505726148225543,2.363984635838825,2.3323747217537014,2.315663109388236,2.375291213150601,2.371336276158357,2.36437978042898,2.3413963917582223
2.3413963917582223,2.333182671875735,2.3023996793571855,2.309821121840645,2.3505726148225543,2.363984635838825,2.3323747217537014,2.315663109388236,2.375291213150601,2.371336276158357,2.333190846814957
2.333190846814957,2.3413963917582223,2.333182671875735,2.3023996793571855,2.309821121840645,2.3505726148225543,2.363984635838825,2.3323747217537014,2.315663109388236,2.375291213150601,2.378917734050647
